Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Ubi1_1 Spectral Count	Ubi1_2 Spectral Count	Ubi1_3 Spectral Count	Ubi4_1 Spectral Count	Ubi4_2 Spectral Count	Ubi4_3 Spectral Count	Ubi6_1 Spectral Count	Ubi6_2 Spectral Count	Ubi6_3 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Ubi1_1 Unique Spectral Count	Ubi1_2 Unique Spectral Count	Ubi1_3 Unique Spectral Count	Ubi4_1 Unique Spectral Count	Ubi4_2 Unique Spectral Count	Ubi4_3 Unique Spectral Count	Ubi6_1 Unique Spectral Count	Ubi6_2 Unique Spectral Count	Ubi6_3 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Ubi1_1 Total Spectral Count	Ubi1_2 Total Spectral Count	Ubi1_3 Total Spectral Count	Ubi4_1 Total Spectral Count	Ubi4_2 Total Spectral Count	Ubi4_3 Total Spectral Count	Ubi6_1 Total Spectral Count	Ubi6_2 Total Spectral Count	Ubi6_3 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Ubi1_1 Intensity	Ubi1_2 Intensity	Ubi1_3 Intensity	Ubi4_1 Intensity	Ubi4_2 Intensity	Ubi4_3 Intensity	Ubi6_1 Intensity	Ubi6_2 Intensity	Ubi6_3 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Ubi1_1 MaxLFQ Intensity	Ubi1_2 MaxLFQ Intensity	Ubi1_3 MaxLFQ Intensity	Ubi4_1 MaxLFQ Intensity	Ubi4_2 MaxLFQ Intensity	Ubi4_3 MaxLFQ Intensity	Ubi6_1 MaxLFQ Intensity	Ubi6_2 MaxLFQ Intensity	Ubi6_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|O15078|CE290_HUMAN	O15078	CE290_HUMAN	CEP290	2479	Homo sapiens OX=9606	1:Experimental evidence at protein level	Centrosomal protein of 290 kDa	0.9557	0.9921	2	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4.6862736E7	1.7990736E7	1.7181288E7	3.31785E7	1.8076396E7	3.480412E7	7.2218672E7	7.0431696E7	5.4344372E7	6.292172E7	6.1567836E7	5.9509564E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15084|ANR28_HUMAN	O15084	ANR28_HUMAN	ANKRD28	1053	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	0.9999	0.9969	3	6	6	6	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0.0	0.0	0.0	0.0	5240836.5	0.0	0.0	0.0	7653625.0	0.0	1.969376E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15091|MRPP3_HUMAN	O15091	MRPP3_HUMAN	PRORP	583	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial ribonuclease P catalytic subunit	0.9997	0.9989	2	7	7	7	1	1	0	0	0	2	1	1	1	0	0	0	1	1	0	0	0	2	1	1	1	0	0	0	1	1	0	0	0	2	1	1	1	0	0	0	5873118.5	0.0	0.0	0.0	0.0	4096050.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15111|IKKA_HUMAN	O15111	IKKA_HUMAN	CHUK	745	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inhibitor of nuclear factor kappa-B kinase subunit alpha	1.0	0.999	20	73	72	77	1	1	2	1	3	1	8	8	14	15	9	10	1	1	2	1	3	1	8	8	14	14	9	10	1	1	2	1	3	1	8	9	15	16	10	10	3.77196224E8	3.04707808E8	3.71340992E8	8.3493235E8	4.37924128E8	2.7778176E8	1.57257421E9	9.8169856E8	1.36171622E9	1.21532646E9	1.15049894E9	8.1278746E8	0.0	1.48067344E8	1.58280528E8	4.77996288E8	1.93349584E8	1.31265648E8	5.4649696E8	6.1447014E8	4.043312E8	3.76558848E8	2.54127888E8	2.95017824E8	
sp|O15120|PLCB_HUMAN	O15120	PLCB_HUMAN	AGPAT2	278	Homo sapiens OX=9606	1:Experimental evidence at protein level	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	1.0	0.999	4	38	38	38	4	1	3	3	3	3	3	2	6	3	5	2	4	1	3	3	3	3	3	2	6	3	5	2	4	1	3	3	3	3	3	2	6	3	5	2	2.96558464E8	1.82711072E8	2.69330496E8	2.63378896E8	2.22599024E8	2.11570544E8	2.87582016E8	1.6106584E8	1.87033856E8	2.3162128E8	2.93072448E8	2.21853648E8	1.41305168E8	1.11638912E8	1.01744624E8	1.55235376E8	1.2136636E8	1.14458216E8	1.2519016E8	1.2978396E8	9.3820176E7	1.19982552E8	1.55213824E8	1.35281328E8	
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 2	0.9361	0.9987	1	2	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0.0	0.0	7635770.5	0.0	9840326.0	0.0	0.0	0.0	0.0	3078392.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1B	1.0	0.999	7	37	37	37	5	6	5	1	3	4	2	2	4	2	2	1	5	6	5	1	3	4	2	2	4	2	2	1	5	6	5	1	3	4	2	2	4	2	2	1	8.3415216E7	1.05768928E8	1.06065768E8	4.2946916E7	6.7721264E7	1.04294608E8	2.0396774E7	9084154.0	4.5058204E7	2.492646E7	4.0331292E7	3.0972502E7	3.3733024E7	3.8706448E7	4.8408556E7	3.921002E7	3.0393948E7	3.3685676E7	0.0	0.0	2.6008156E7	2.2457588E7	3.299431E7	0.0	
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	Homo sapiens OX=9606	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2	1.0	0.9965	3	5	5	5	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1.1917468E7	0.0	4130805.5	0.0	0.0	0.0	8208551.5	0.0	0.0	2034531.0	3625705.8	9860683.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15155|BET1_HUMAN	O15155	BET1_HUMAN	BET1	118	Homo sapiens OX=9606	1:Experimental evidence at protein level	BET1 homolog	1.0	0.999	2	14	14	14	1	3	1	2	2	1	1	1	0	0	1	1	1	3	1	2	2	1	1	1	0	0	1	1	1	3	1	2	2	1	1	1	0	0	1	1	1.42023936E8	1.68576256E8	2.0019128E8	1.1513628E8	1.40361632E8	9.0485032E7	2.26258352E8	1.5659096E8	6860949.0	5.9768576E7	1.6034288E8	0.0	0.0	1.74243632E8	2.52910112E8	6.0969128E7	4.9552472E7	0.0	2.58400464E8	0.0	0.0	0.0	0.0	0.0	
sp|O15156|ZBT7B_HUMAN	O15156	ZBT7B_HUMAN	ZBTB7B	539	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger and BTB domain-containing protein 7B	0.9462	0.9989	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	9264668.0	1.1941646E7	1.4854444E7	0.0	0.0	0.0	5056004.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC1	1.0	0.9988	5	36	36	36	3	5	3	3	4	6	2	3	3	1	2	1	3	5	3	3	4	6	2	3	3	1	2	1	3	5	3	3	4	6	2	3	3	1	2	1	3.5814068E7	5.208472E7	5.6415652E7	9.3556288E7	4.8573468E7	6.4568624E7	9.063336E7	4.606918E7	1.01274968E8	9.4203696E7	7.6529504E7	7.8868528E7	2.4317622E7	2.1592584E7	2.2282386E7	3.466134E7	2.8357114E7	3.3065698E7	3.6101432E7	2.4889908E7	4.201976E7	3.60714E7	3.0133058E7	4.6283692E7	
sp|O15164|TIF1A_HUMAN	O15164	TIF1A_HUMAN	TRIM24	1050	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcription intermediary factor 1-alpha	0.9978	0.999	2	5	5	5	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	2	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11631066E9	1.8486592E7	0.0	2.6127646E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15169|AXIN1_HUMAN	O15169	AXIN1_HUMAN	AXIN1	862	Homo sapiens OX=9606	1:Experimental evidence at protein level	Axin-1	1.0	0.999	44	841	836	841	73	70	79	58	80	82	71	57	69	76	63	63	72	70	79	58	80	82	70	57	68	75	63	62	73	70	79	58	80	82	71	57	69	76	63	63	1.64056074E10	1.7711913E10	1.87456512E10	1.62871828E10	1.74393795E10	1.71464243E10	1.34899548E10	1.25310915E10	1.44704891E10	1.67051674E10	1.26514463E10	1.44410143E10	2.20729165E9	2.14977946E9	2.39953587E9	1.89325248E9	2.03890611E9	2.25095117E9	1.50923584E9	1.55378752E9	1.65766387E9	2.01493376E9	1.48112909E9	1.52719565E9	
sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	223	Homo sapiens OX=9606	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 2	1.0	0.999	3	19	19	19	2	1	0	1	2	1	2	1	2	3	3	1	2	1	0	1	2	1	2	1	2	3	3	1	2	1	0	1	2	1	2	1	2	3	3	1	6340192.5	0.0	1.1701875E7	5.2998936E7	8754773.0	2.2088118E7	4.9668284E7	5.3288596E7	8.539728E7	7.6468064E7	4.1344012E7	9113045.0	9365395.0	0.0	0.0	0.0	0.0	0.0	2.8528532E7	2.3416508E7	4.5083864E7	4.8679068E7	0.0	0.0	
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prefoldin subunit 6	0.9975	0.9987	2	2	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6103642E7	1.0872817E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	690	Homo sapiens OX=9606	1:Experimental evidence at protein level	NF-kappa-B-repressing factor	1.0	0.999	32	184	184	184	16	20	22	12	19	21	12	7	12	15	14	14	16	20	22	12	19	21	12	7	12	15	14	14	16	20	22	12	19	21	12	7	12	15	14	14	1.01157811E9	1.22896934E9	1.05991987E9	1.05492096E9	9.2554323E8	7.9504237E8	7.0113664E8	4.31692992E8	8.399879E8	9.0879526E8	8.1015334E8	9.08648E8	1.17927872E8	1.29167312E8	1.23487248E8	1.26729592E8	1.1265E8	1.1660636E8	9.1684712E7	1.013434E8	1.05396864E8	1.2390796E8	1.04669936E8	1.09508512E8	
sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	3695	Homo sapiens OX=9606	1:Experimental evidence at protein level	Laminin subunit alpha-5	1.0	0.999	5	6	5	10	0	1	2	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	2	3	0	2	0	0	0	0	0	1	2	0.0	0.0	0.0	9857252.0	0.0	2971329.5	0.0	2.0920226E7	0.0	0.0	2.0065728E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15231|ZN185_HUMAN	O15231	ZN185_HUMAN	ZNF185	689	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 185	0.8969	0.9979	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3917128.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15234|CASC3_HUMAN	O15234	CASC3_HUMAN	CASC3	703	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein CASC3	1.0	0.999	13	71	71	71	9	10	12	9	8	8	2	2	4	2	2	3	9	10	12	9	8	8	2	2	4	2	2	3	9	10	12	9	8	8	2	2	4	2	2	3	2.9858368E8	2.68258528E8	4.05264992E8	3.0124448E8	3.73999232E8	2.75393376E8	2.54882272E8	2.45994432E8	2.11990144E8	2.09872448E8	1.52700576E8	1.8030312E8	1.12445632E8	7.5565616E7	9.297032E7	7.244828E7	7.2661288E7	9.11336E7	6.5643352E7	7.9095856E7	6.00095E7	7.0307528E7	6.4816596E7	5.5841752E7	
sp|O15235|RT12_HUMAN	O15235	RT12_HUMAN	MRPS12	138	Homo sapiens OX=9606	1:Experimental evidence at protein level	28S ribosomal protein S12, mitochondrial	1.0	0.999	4	26	26	26	1	2	2	1	2	4	2	1	2	2	3	4	1	2	2	1	2	4	2	1	2	2	3	4	1	2	2	1	2	4	2	1	2	2	3	4	4.7699068E7	1.20987816E8	8.31076E7	4.2644032E7	9.1165552E7	5.506436E7	6715965.5	9.9384568E7	7.8718112E7	5.479936E7	1.13422448E8	1.08595816E8	5.1084752E7	5.4298036E7	5.1698196E7	4.4335152E7	4.7473444E7	4.8353656E7	0.0	6.0510888E7	4.264834E7	5.3577352E7	3.651074E7	4.1293564E7	
sp|O15258|RER1_HUMAN	O15258	RER1_HUMAN	RER1	196	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein RER1	1.0	0.999	5	67	67	67	6	5	8	5	5	3	7	10	2	6	5	5	6	5	8	5	5	3	7	10	2	6	5	5	6	5	8	5	5	3	7	10	2	6	5	5	1.30486554E9	2.06389504E9	2.1057577E9	1.89774362E9	1.03351654E9	9.4476614E8	2.0788512E9	1.0574816E9	1.91803597E9	2.38701286E9	9.348361E8	5.9985446E8	9.7568122E8	9.1006445E8	8.8754912E8	7.472688E8	6.9913459E8	7.5106502E8	7.617616E8	6.9748678E8	6.594423E8	9.7850848E8	7.170247E8	7.6945338E8	
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens OX=9606	1:Experimental evidence at protein level	Surfeit locus protein 4	1.0	0.9989	4	37	37	37	1	1	1	4	4	4	6	1	3	5	2	5	1	1	1	4	4	4	6	1	3	5	2	5	1	1	1	4	4	4	6	1	3	5	2	5	5.4959942E8	7.2533171E8	6.1338611E8	8.707527E8	7.2979437E8	8.691545E8	1.01159315E9	8.3154458E8	7.2331936E8	9.4533101E8	8.1954867E8	1.04040506E9	5.16319808E8	6.1471994E8	4.4584464E8	6.0255322E8	5.7238714E8	6.5388877E8	6.5513818E8	6.3402509E8	5.9126426E8	7.0338451E8	6.1578605E8	7.8397734E8	
sp|O15265|ATX7_HUMAN	O15265	ATX7_HUMAN	ATXN7	892	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ataxin-7	0.9394	0.9988	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	2208160.5	0.0	0.0	0.0	0.0	0.0	0.0	1243159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15269|SPTC1_HUMAN	O15269	SPTC1_HUMAN	SPTLC1	473	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine palmitoyltransferase 1	1.0	0.999	13	99	99	99	6	8	7	9	5	12	9	7	7	12	7	10	6	8	7	9	5	12	9	7	7	12	7	10	6	8	7	9	5	12	9	7	7	12	7	10	7.0922061E8	4.22581472E8	6.9614714E8	9.536272E8	5.5555693E8	7.3531283E8	7.6924493E8	6.2365446E8	6.2774906E8	9.7653184E8	7.5288826E8	6.3732806E8	2.74648672E8	2.92901792E8	2.73143936E8	2.9194112E8	2.41843536E8	2.52217408E8	2.3759136E8	2.73600096E8	2.31863984E8	2.68751232E8	2.32437232E8	2.14362912E8	
sp|O15270|SPTC2_HUMAN	O15270	SPTC2_HUMAN	SPTLC2	562	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine palmitoyltransferase 2	1.0	0.999	7	22	22	22	2	4	1	3	1	2	2	2	2	1	0	2	2	4	1	3	1	2	2	2	2	1	0	2	2	4	1	3	1	2	2	2	2	1	0	2	6.8690296E7	5.5307304E7	4.8284368E7	8.207808E7	1.4275379E7	2.866275E7	2.0156012E7	3.9060412E7	4.2452464E7	4.9401264E7	0.0	4.1238516E7	2.6954934E7	2.3346236E7	2.646411E7	3.5740936E7	2.1469604E7	1.4250567E7	2.462664E7	4.0607536E7	2.7584634E7	1.6165581E7	0.0	0.0	
sp|O15294|OGT1_HUMAN	O15294	OGT1_HUMAN	OGT	1046	Homo sapiens OX=9606	1:Experimental evidence at protein level	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	1.0	0.999	26	197	197	197	17	14	20	13	19	19	17	14	21	17	12	14	17	14	20	13	19	19	17	14	21	17	12	14	17	14	20	13	19	19	17	14	21	17	12	14	1.20916186E9	1.06079782E9	1.36013734E9	1.23189542E9	1.33062656E9	1.25639142E9	1.3934377E9	1.07581286E9	1.31158349E9	1.24269376E9	1.05944518E9	9.0551981E8	2.4409392E8	2.70005632E8	2.40028784E8	2.53934144E8	2.44578864E8	2.3420432E8	2.44475104E8	2.38732736E8	2.3740336E8	2.47420512E8	2.44495648E8	2.24676032E8	
sp|O15305|PMM2_HUMAN	O15305	PMM2_HUMAN	PMM2	246	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphomannomutase 2	0.8697	0.9972	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	1.1003709E7	1.0288265E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6266506E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15321|TM9S1_HUMAN	O15321	TM9S1_HUMAN	TM9SF1	606	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Transmembrane 9 superfamily member 1	1.0	0.9982	3	6	6	6	1	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0	0	0	1	1	1	0	2	0	0.0	0.0	0.0	0.0	0.0	5689979.5	0.0	0.0	0.0	0.0	1.0555591E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15344|TRI18_HUMAN	O15344	TRI18_HUMAN	MID1	667	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase Midline-1	1.0	0.999	14	81	80	81	10	7	7	6	11	8	5	5	6	6	5	5	9	7	7	6	11	8	5	5	6	6	5	5	10	7	7	6	11	8	5	5	6	6	5	5	4.50855168E8	2.96715392E8	5.07543936E8	4.163784E8	5.3814675E8	3.60576288E8	2.31078128E8	3.14816416E8	2.69997184E8	3.20022144E8	1.41522848E8	1.37216848E8	8.4093472E7	8.6575848E7	1.17398688E8	1.0392132E8	1.08761256E8	1.09260392E8	7.6987776E7	9.7241872E7	8.2606936E7	9.2471712E7	8.6138968E7	4.8403492E7	
sp|O15355|PPM1G_HUMAN	O15355	PPM1G_HUMAN	PPM1G	546	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein phosphatase 1G	1.0	0.999	6	25	25	25	2	4	3	1	2	4	3	0	1	2	2	1	2	4	3	1	2	4	3	0	1	2	2	1	2	4	3	1	2	4	3	0	1	2	2	1	1.791303E7	4.3688924E7	1.6476661E7	3.924676E7	2.8256264E7	2.2182416E7	3.120935E7	0.0	2.3016858E7	3.0363534E7	2.6603206E7	3.0018602E7	1.4665748E7	1.4222729E7	1.3847231E7	2.2176284E7	1.3366276E7	1.3060656E7	2.599262E7	0.0	0.0	2.578624E7	2.1665338E7	0.0	
sp|O15357|SHIP2_HUMAN	O15357	SHIP2_HUMAN	INPPL1	1258	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	1.0	0.999	16	71	71	71	9	7	7	6	7	5	8	2	6	4	4	6	9	7	7	6	7	5	8	2	6	4	4	6	9	7	7	6	7	5	8	2	6	4	4	6	1.13349928E8	8.17002E7	8.5458704E7	1.1010732E8	9.062708E7	1.57071808E8	1.5909112E8	8.2235344E7	1.67796016E8	1.90252864E8	1.35175664E8	1.96138048E8	2.5705776E7	2.9675148E7	3.1975924E7	3.2859018E7	4.4811444E7	3.3792828E7	5.44701E7	8.1126736E7	3.930656E7	4.5138644E7	6.6806484E7	4.02688E7	
sp|O15371|EIF3D_HUMAN	O15371	EIF3D_HUMAN	EIF3D	548	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit D	1.0	0.999	8	34	34	34	2	5	4	1	3	2	0	1	2	5	5	4	2	5	4	1	3	2	0	1	2	5	5	4	2	5	4	1	3	2	0	1	2	5	5	4	2.94636774E9	5.7770504E7	6.94502E7	3.28637107E9	2.9604814E7	2.54487552E9	4.7763556E7	5.2564036E7	5.347998E7	7.4259784E7	7.1008288E7	7.5510008E7	1.454272E8	9.2335016E7	9.3751464E7	1.27307728E8	8.8984104E7	6.0554492E7	8.2094496E7	9.6360936E7	8.0191528E7	2.5843438E7	2.11985168E8	7.1607032E7	
sp|O15372|EIF3H_HUMAN	O15372	EIF3H_HUMAN	EIF3H	352	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit H	0.9971	0.999	2	6	6	6	1	2	1	0	1	1	0	0	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	0	1	2	1	0	1	1	0	0	0	0	0	0	9475053.0	1.065319E7	9708064.0	0.0	2722471.5	1.2257264E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15379|HDAC3_HUMAN	O15379	HDAC3_HUMAN	HDAC3	428	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone deacetylase 3	1.0	0.999	6	59	59	59	5	6	4	4	6	6	5	4	7	5	3	4	5	6	4	4	6	6	5	4	7	5	3	4	5	6	4	4	6	6	5	4	7	5	3	4	1.40004816E8	1.44084192E8	1.82293376E8	2.09931328E8	2.04110688E8	2.32478448E8	1.40979136E8	7.1178272E7	2.67223168E8	1.71348704E8	6.5638728E7	1.2120416E8	7.092748E7	7.0991568E7	9.4745696E7	6.8668952E7	9.1273384E7	1.01286456E8	7.2709288E7	5.4701416E7	1.02646936E8	8.730516E7	4.697376E7	5.8350608E7	
sp|O15381|NVL_HUMAN	O15381	NVL_HUMAN	NVL	856	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear valosin-containing protein-like	0.9667	0.9974	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15391|TYY2_HUMAN	O15391	TYY2_HUMAN	YY2	372	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Transcription factor YY2	1.0	0.999	12	304	304	542	26	28	29	24	24	26	22	29	24	24	23	25	26	28	29	24	24	26	22	29	24	24	23	25	43	43	55	43	46	52	39	46	45	44	41	45	1.01067182E10	3.5128254E10	3.08888125E10	2.15437148E10	1.87353682E10	1.46444319E10	2.40635351E10	2.93366026E10	3.5623543E10	3.32666368E10	3.4432152E10	2.23688724E10	1.48885555E10	1.53983959E10	1.3437782E10	2.40098918E10	9.8525071E9	8.8839496E9	1.43990753E10	1.47369953E10	1.60691323E10	1.52389356E10	1.59914107E10	1.4210475E10	
sp|O15397|IPO8_HUMAN	O15397	IPO8_HUMAN	IPO8	1037	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin-8	1.0	0.999	7	28	28	29	1	2	3	2	3	3	3	1	3	3	1	3	1	2	3	2	3	3	3	1	3	3	1	3	1	2	3	2	4	3	3	1	3	3	1	3	1.6978538E7	2.6839406E7	5953936.0	3.1032448E7	2.878959E7	3.8807528E7	5.2900784E7	0.0	3.9518E7	7.2616336E7	1.8980022E7	0.0	0.0	0.0	0.0	0.0	1.5265009E7	2.3205808E7	3.2069786E7	0.0	3.1096148E7	2.8966824E7	0.0	0.0	
sp|O15417|TNC18_HUMAN	O15417	TNC18_HUMAN	TNRC18	2968	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trinucleotide repeat-containing gene 18 protein	0.9968	0.9961	2	3	3	3	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3486724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15427|MOT4_HUMAN	O15427	MOT4_HUMAN	SLC16A3	465	Homo sapiens OX=9606	1:Experimental evidence at protein level	Monocarboxylate transporter 4	1.0	0.999	12	120	114	120	11	10	15	8	9	12	10	9	8	9	8	11	11	10	15	8	9	11	9	8	7	9	7	10	11	10	15	8	9	12	10	9	8	9	8	11	2.95982234E9	1.43171853E9	3.05041254E9	2.99020109E9	2.53986074E9	1.98034035E9	2.26633754E9	2.1216256E9	2.35141094E9	1.4377769E9	1.26868941E9	1.80833485E9	6.5800435E8	5.17314112E8	6.9610355E8	6.722377E8	5.12268768E8	5.20033088E8	5.349344E8	5.0270768E8	4.96447808E8	5.5607328E8	5.01556864E8	4.72214592E8	
